R,G,B
0.5031586596085701,0.38207391192739815,0.3476647849120012
0.25163829886143935,0.22076135268043406,0.20019676564576466
0.4721909607054744,0.431860168044174,0.49294604760778693
0.487648635374207,0.40863232211757466,0.3388489361314874
0.5850537947371706,0.5240725132440301,0.48701033449150066
0.43486925746487703,0.35748831230255845,0.31932062795223426
0.5829815402091167,0.47493324925060687,0.39567691626696333
0.3489581627929211,0.2922095154936156,0.265639584356617
0.537388908764193,0.49726458359863984,0.4958248694798004
0.40620483839344423,0.4015703859112899,0.45032288969607137
0.5932025402677525,0.534450258817096,0.47504835765867603
0.5332124644517975,0.47444977372457037,0.4327380844101514
0.6628815303051371,0.6633146774841896,0.6867890110378863
0.41766939329081637,0.22996962108211325,0.18230008630602715
0.2864676372559258,0.21321301018085012,0.15886688455403675
0.5795773025218802,0.5300179282103803,0.47784744245080646
0.2417230081394389,0.2166664645447952,0.20935349296921213
0.618039074200983,0.4991318865449976,0.4281457743389698
0.7280302616871863,0.5861105889629359,0.46200310863444083
0.5308695687325348,0.391197289141431,0.30160373602075713
0.2930714642315172,0.2467830282303539,0.2531242988897383
0.2867192789908934,0.2393466612498316,0.2110050308134953
0.3511620997228531,0.32603673362960883,0.32470333561731657
0.5083731008123576,0.4286161119431307,0.41065162071421457
0.3101549062053417,0.20544475908080612,0.16677783369815918
0.6491378491402717,0.5364835038231551,0.47116660704075175
0.3499055080232072,0.25430913732358185,0.23445531186393748
0.5454049612835338,0.49190633268050127,0.45706577652194896
0.7339391936549796,0.6347983126865496,0.6131227627634958
0.4536771022191022,0.367734274412806,0.28884782446122165
0.5852504593219529,0.24078637536866196,0.22806553195446336
0.3713535697755197,0.31534701294186895,0.262411495883791
0.5324588530392419,0.48202813132264627,0.4219229470986451
0.5782749302174471,0.38227997517936474,0.38259922668174834
0.7165178039053853,0.6171445838411665,0.5271041392538861
0.4545802838195166,0.3225286052983984,0.3059453139053468
0.5370300413743223,0.47136872891617115,0.4702280541120607
0.557450717633706,0.4322995810013537,0.3532449656493969
0.48927814193401536,0.45217503350170574,0.4562271728606946
0.4416054742688695,0.39852713789360095,0.522113952270899
0.6759317313153743,0.5869431289678491,0.48042449636270046
0.4343448522590205,0.295375148306923,0.21089537969604583
0.5489080365678974,0.4924614604113849,0.4796158067391614
0.4679067854333992,0.4171851092772235,0.3747585148892785
0.3738252171294095,0.3373657658094661,0.32090111995729703
0.7437040046407106,0.6481143039630086,0.5414168945590537
0.48175789437511923,0.36105849204948653,0.34804275281911967
0.450362909827423,0.4538338477334917,0.2769767014114284
0.5221821684039245,0.34820273228354,0.26355570782068943
0.4118017952465184,0.3539135848133362,0.3231760016654598
0.5712606947737352,0.48229725659973727,0.44299900353922184
0.4919836442978067,0.3591257016155299,0.29667903652545513
0.6391872881510177,0.4217558933685664,0.3256904988569926
0.602844157970346,0.544222043007502,0.5242576568819383
0.43473858567238155,0.5026623493434006,0.5052673971351272
0.6870579341931231,0.6226337086736912,0.583967389656579
0.6048848814858475,0.5173643913807184,0.4598539467327974
0.748295101980579,0.7041078239356774,0.6679450875288776
0.6468206228991963,0.5704829297969921,0.5108479821162305
0.6594673886460294,0.5841128163460093,0.5581875529306529
0.4661025445122854,0.3591685514531382,0.31747192021848214
0.6909832420753553,0.531593973534116,0.4328850270136248
0.4050911468597171,0.3684844497535737,0.321161452932922
0.4715794409712552,0.28401529254114927,0.21711285070675188
0.606932881388832,0.5054775028246588,0.42469919211885726
0.6192865704161775,0.5745106124090578,0.587898559073146
0.5903595950286289,0.5478718587734078,0.5149763214223065
0.44760637169001294,0.31279451683777065,0.24228460377037558
0.5357545512794141,0.4856314590572595,0.42799307126196245
0.5065617856255262,0.5213074859879001,0.5041313711341797
0.5287935749498581,0.4581180230054607,0.43065885667735404
0.7555590590013865,0.6913633322620613,0.6646554529449634
0.521591871466643,0.42022633607614196,0.3401613134688046
0.5787296033762437,0.3833409129036498,0.4339970005113789
0.5229489177384254,0.4486074813391143,0.4028583065016923
0.3408318527906187,0.2238832261076479,0.23648350382315317
0.5036647727846969,0.4058375829457735,0.4103878516668234
0.4415737411343629,0.3413138124024979,0.26572245432547364
0.28344207490234663,0.23953554414240397,0.21997469434117461
0.4464517504765039,0.3920230580635584,0.3667048677011356
0.5642648524206754,0.5190268438062665,0.5061919025933477
0.5601460128428355,0.5696927343249378,0.3915671721735081
0.6804424852097487,0.6149865285770213,0.5556355621312118
0.5446286111600993,0.4710160262434791,0.4774851389890913
0.4002935820240885,0.3487656417067145,0.3345835581939414
0.3965272429969791,0.3590926546888522,0.3202086504120676
0.41850870437850635,0.2703063763387946,0.24536170720218572
0.3473359326206484,0.225072106979096,0.18923276557297844
0.729164064347512,0.6326892719771552,0.5918738921193855
0.3937386685423861,0.3856882553041756,0.43436031458250807
0.5510189974350459,0.45368417648472803,0.44170491823155905
0.5729819646650395,0.45597219611479944,0.40117877477761105
0.7084810338938295,0.659224842395466,0.6315357624339831
0.6355345416178637,0.5629731925756399,0.4757975223900235
0.6043936242675559,0.556729344660252,0.5334688560508543
0.6852710757532741,0.5532386998712735,0.5228392666209555
0.7997446190103805,0.74506863048282,0.7074173675242641
0.34343346451039086,0.257429494836774,0.21884776382465032
0.55623879486854,0.5132659661122423,0.3785426406414725
0.6219000062657726,0.5705080939705442,0.5719982374972863
0.527516063636078,0.45751226374477044,0.42168242206682954
0.6844554129249133,0.6295692176468634,0.6176470588235294
0.41485363344384196,0.3419549429915553,0.2595555137837298
0.5052807371788677,0.3941526141432598,0.3190523111625863
0.6987150101769252,0.6108951775742666,0.5630012875164166
0.530010247579158,0.4996193034476268,0.4926631780430813
0.8937905128034166,0.7599229713532316,0.6734682698973871
0.33799214150147167,0.31458268906987014,0.3004974219354971
0.2790441050144655,0.2194221941946694,0.18432969311830708
0.596636793053481,0.5154684881890086,0.506078714343136
0.5335876026526544,0.45713763084866704,0.430893419113831
0.6179196201725498,0.5692965754490843,0.5885029034807148
0.24730278463307367,0.19379991147061126,0.15951589789611337
0.3648772817032425,0.33162156317008445,0.24697009202609208
0.36242412850107886,0.3075172157307906,0.24421506980278887
0.6162199773219257,0.513794312694642,0.4768118710220095
0.5627290293501072,0.4742134932522013,0.39198051140876217
0.5789510278908111,0.6052908432726595,0.5689908661124656
0.5546487020743521,0.46014742769603845,0.41365242313805284
0.5660484769105846,0.5510148539365721,0.5455124901211931
0.22782793768986231,0.13462095074086117,0.07838134738484846
0.47138722306775316,0.39611481331013576,0.3063778547188248
0.5556775024204076,0.3855717320430166,0.31679016313254643
0.5874563164096672,0.2582808321761834,0.1515114673845966
0.6633607612718525,0.6369611178148035,0.615714773694277
0.7303408179063673,0.5745849932592301,0.4884194271461583
0.39972733758998796,0.25630054310147954,0.4160188660558494
0.7839974047550851,0.6893951704998894,0.644675301313199
0.5373776910001834,0.47423784893810506,0.45698209806545304
0.561295075704743,0.4141162928422539,0.3162337216094594
0.8014611390376365,0.7265551762401612,0.6773184895028712
0.7126859773906485,0.5501180391752606,0.516586222160179
0.49479101608688,0.43382226615002856,0.3607680429145097
0.5847218095567422,0.5802475386608485,0.6037632061380056
0.6003452241632413,0.5228252191505771,0.4738314829075303
0.5234029845315974,0.3487037924127509,0.2696646393842451
0.4901577763359658,0.4357507109636537,0.41801926625714664
0.37566674953658524,0.30907456478109674,0.2721809556726826
0.3027152042138601,0.23369442406381224,0.20297917538318017
0.24479748398689183,0.24445882878459338,0.2527576498076466
0.3952008181893931,0.29243528562856164,0.25681575176196203
0.36677328595594866,0.224251087920986,0.1412806644150389
0.35521191468029034,0.36395216987940104,0.37842066008961506
0.33690907143193527,0.2440581221664808,0.2059106500038084
0.3623516678086586,0.34060608265576897,0.30469640283692195
0.3351080644607352,0.2092182734345342,0.17861722361349439
0.18384803668916594,0.11355378766288486,0.07772192476619876
0.5719370956299247,0.4791828616819421,0.4766278390543542
0.374898484288046,0.2801124201871248,0.21590385870872508
0.4389472684239434,0.29898433757586396,0.21811638581831327
0.4766269295059732,0.3983628128088278,0.35586982138492224
0.4977362349950025,0.36069174190653025,0.23447087524834156
0.476444312391543,0.41114328217623203,0.4015254137940462
0.3711824736079373,0.24948084996291553,0.15762706897004838
0.3518300114602863,0.28552504188974476,0.24113271120224605
0.447722692829324,0.38585096341393615,0.36268041903906306
0.6567345998289486,0.5415039080265293,0.48450008185927845
0.4438681276035877,0.3658837475821191,0.31366505575531495
0.5176913235142535,0.5120136189719721,0.532907361480819
0.6721180957694117,0.6322565290418463,0.5897800105506807
0.2997359277697416,0.2196708041014367,0.20755390085114844
0.4336413670715531,0.3549773522438875,0.2950548861952808
0.34724416928920765,0.3109918928915717,0.24280132834495513
0.21609355008886152,0.15885233177900343,0.1484407307918508
0.26048254576548147,0.19046863978039377,0.17260419887984477
0.6440508457789934,0.5566927606007801,0.479437939488776
0.2915236149093381,0.24298273272820234,0.20725465941452917
0.7624029057040701,0.7257491142008677,0.6944413452423497
0.33644216989965137,0.2864189258839824,0.2666501937338147
0.6977793880153754,0.634681486242628,0.5774352148858144
0.64910480221363,0.5674547398590221,0.5117967421995571
0.22231496247607999,0.18104319142358313,0.13870209458898977
0.3656858702660608,0.2852919953673537,0.19808964509418975
0.6918116385818466,0.5732414891531984,0.5599067005423337
0.4414101234762512,0.2766095470246618,0.1590078645621744
0.236993356253914,0.18812089313618852,0.16420108296902225
0.24550622434310762,0.30103627885548456,0.3122796113600622
0.555840614773898,0.46137754142992826,0.40762777639660247
0.2751711466980776,0.23100792115628307,0.19327378822878627
0.3622596012943529,0.2738156163403727,0.23759598262558657
0.6897398893584928,0.6399011826151061,0.6007129849156455
0.5321432397306508,0.4485577593578191,0.42655911761666704
0.41232428029452967,0.3621493438113284,0.3296257107110475
0.43373201873257816,0.3987747371909789,0.2778110605132673
0.5263144490865076,0.4308745207184958,0.3841206990991356
0.5624613189260494,0.5236712002603112,0.5263709421506969
0.39220911124989205,0.33619588439438447,0.31336217612493567
0.17809059506699418,0.1046204050118139,0.05401191710577329
0.7216976822684463,0.607278408734894,0.5301072660793422
0.6459400789488021,0.49771258673557883,0.47074386913820265
0.3727425513035917,0.3092174649469555,0.206811204019749
0.3777924653007445,0.38483004582101693,0.39312795729568806
0.250233753948906,0.19275959017762787,0.15901119957306142
0.8340106437379503,0.7894181113327994,0.742395164436319
0.4633586389921549,0.4287481985887817,0.4432822773475867
0.5610079615806954,0.44827216114772384,0.38284480476038163
0.416590567780579,0.3391211942977439,0.3018617445947446
0.628723034415299,0.5306618885055592,0.45174855634450134
0.44195019312748407,0.3311149446894068,0.238390018413222
